year,country,energy_production,energy_consumption,co2_emission,balance,eficiency,co2_pc,energy_type
2018-01-01,Argentina,0.435,0.351,0.0,0.085,0.0,0.0,0
2018-01-01,Argentina,0.075,0.075,0.0,0.0,0.0,0.0,1
2018-01-01,Argentina,1.214,1.27,95.441,-0.056,78.625,0.002,3
2018-01-01,Argentina,1.592,1.85,96.042,-0.258,60.325,0.002,2
2018-01-01,Argentina,0.001,0.032,3.657,-0.031,6885.386,0.0,4
2019-01-01,Argentina,0.419,0.347,0.0,0.072,0.0,0.0,0
2019-01-01,Argentina,0.093,0.093,0.0,0.0,0.0,0.0,1
2019-01-01,Argentina,1.304,1.258,90.162,0.046,69.142,0.002,3
2019-01-01,Argentina,1.677,1.826,98.151,-0.148,58.513,0.002,2
2019-01-01,Argentina,0.0,0.022,3.046,-0.021,6181.875,0.0,4
1980-01-01,Australia,0.137,0.134,0.0,0.003,0.0,0.0,0
1980-01-01,Australia,0.881,1.225,0.0,-0.344,0.0,0.0,3
1980-01-01,Australia,0.33,0.339,0.0,-0.009,0.0,0.0,2
1980-01-01,Australia,2.374,1.287,0.0,1.087,0.0,0.0,4
1981-01-01,Australia,0.15,0.149,0.0,0.001,0.0,0.0,0
1981-01-01,Australia,0.907,1.195,76.608,-0.288,84.418,0.005,3
1981-01-01,Australia,0.385,0.388,17.99,-0.002,46.678,0.001,2
1981-01-01,Australia,2.699,1.318,121.409,1.382,44.977,0.008,4
1982-01-01,Australia,0.146,0.146,0.0,0.0,0.0,0.0,0
1982-01-01,Australia,0.845,1.263,72.771,-0.417,86.078,0.005,3
1982-01-01,Australia,0.424,0.429,20.56,-0.004,48.449,0.001,2
1982-01-01,Australia,2.733,1.395,124.543,1.339,45.562,0.008,4
1983-01-01,Australia,0.131,0.13,0.0,0.0,0.0,0.0,0
1983-01-01,Australia,0.928,1.216,73.528,-0.288,79.2,0.005,3
1983-01-01,Australia,0.444,0.435,22.739,0.009,51.171,0.001,2
1983-01-01,Australia,3.041,1.325,131.908,1.716,43.372,0.009,4
1984-01-01,Australia,0.129,0.129,0.0,0.0,0.0,0.0,0
1984-01-01,Australia,1.089,1.29,71.232,-0.201,65.397,0.005,3
1984-01-01,Australia,0.465,0.464,23.074,0.001,49.641,0.001,2
1984-01-01,Australia,3.244,1.267,125.38,1.977,38.646,0.008,4
1985-01-01,Australia,0.146,0.145,0.0,0.0,0.0,0.0,0
1985-01-01,Australia,1.272,1.286,83.257,-0.013,65.43,0.005,3
1985-01-01,Australia,0.496,0.496,24.606,0.0,49.621,0.002,2
1985-01-01,Australia,3.497,1.363,120.133,2.135,34.351,0.008,4
1986-01-01,Australia,0.154,0.148,0.0,0.006,0.0,0.0,0
1986-01-01,Australia,1.153,1.295,84.991,-0.143,73.735,0.005,3
1986-01-01,Australia,0.541,0.541,26.309,0.0,48.605,0.002,2
1986-01-01,Australia,3.766,1.354,129.28,2.411,34.331,0.008,4
1987-01-01,Australia,0.144,0.14,0.0,0.005,0.0,0.0,0
1987-01-01,Australia,1.215,1.327,84.808,-0.111,69.775,0.005,3
1987-01-01,Australia,0.555,0.555,28.719,0.0,51.757,0.002,2
1987-01-01,Australia,4.247,1.489,127.918,2.758,30.119,0.008,4
1988-01-01,Australia,0.146,0.124,0.0,0.022,0.0,0.0,0
1988-01-01,Australia,1.204,1.397,89.148,-0.193,74.071,0.005,3
1988-01-01,Australia,0.579,0.579,29.44,0.0,50.858,0.002,2
1988-01-01,Australia,3.918,1.501,140.745,2.417,35.926,0.008,4
1989-01-01,Australia,0.158,0.135,0.0,0.022,0.0,0.0,0
1989-01-01,Australia,1.099,1.451,91.8,-0.352,83.5,0.005,3
1989-01-01,Australia,0.595,0.595,30.713,0.0,51.66,0.002,2
1989-01-01,Australia,4.178,1.64,140.02,2.538,33.515,0.008,4
1990-01-01,Australia,0.153,0.134,0.0,0.019,0.0,0.0,0
1990-01-01,Australia,1.269,1.475,95.862,-0.206,75.522,0.006,3
1990-01-01,Australia,0.78,0.652,31.543,0.128,40.433,0.002,2
1990-01-01,Australia,4.389,1.583,153.131,2.807,34.887,0.009,4
1991-01-01,Australia,0.171,0.147,0.0,0.024,0.0,0.0,0
1991-01-01,Australia,1.205,1.443,96.598,-0.238,80.156,0.006,3
1991-01-01,Australia,0.812,0.61,34.619,0.202,42.609,0.002,2
1991-01-01,Australia,4.724,1.616,148.344,3.108,31.4,0.009,4
1992-01-01,Australia,0.164,0.145,0.0,0.019,0.0,0.0,0
1992-01-01,Australia,1.18,1.46,94.746,-0.28,80.283,0.005,3
1992-01-01,Australia,0.868,0.632,32.379,0.236,37.287,0.002,2
1992-01-01,Australia,4.915,1.659,151.071,3.256,30.735,0.009,4
1993-01-01,Australia,0.177,0.161,0.0,0.016,0.0,0.0,0
1993-01-01,Australia,1.11,1.517,95.582,-0.406,86.093,0.005,3
1993-01-01,Australia,0.932,0.658,33.536,0.274,35.982,0.002,2
1993-01-01,Australia,4.926,1.655,155.69,3.271,31.606,0.009,4
1994-01-01,Australia,0.174,0.16,0.0,0.014,0.0,0.0,0
1994-01-01,Australia,1.18,1.571,98.738,-0.391,83.703,0.006,3
1994-01-01,Australia,1.006,0.688,34.905,0.318,34.693,0.002,2
1994-01-01,Australia,4.868,1.641,155.568,3.228,31.954,0.009,4
1995-01-01,Australia,0.17,0.159,0.0,0.011,0.0,0.0,0
1995-01-01,Australia,1.225,1.615,102.875,-0.39,83.964,0.006,3
1995-01-01,Australia,1.115,0.738,36.49,0.377,32.728,0.002,2
1995-01-01,Australia,5.249,1.669,154.636,3.58,29.459,0.009,4
1996-01-01,Australia,0.171,0.161,0.0,0.01,0.0,0.0,0
1996-01-01,Australia,1.26,1.665,104.856,-0.405,83.189,0.006,3
1996-01-01,Australia,1.149,0.741,39.16,0.408,34.088,0.002,2
1996-01-01,Australia,5.339,1.798,157.712,3.541,29.541,0.009,4
1997-01-01,Australia,0.181,0.174,0.0,0.007,0.0,0.0,0
1997-01-01,Australia,1.307,1.694,107.693,-0.387,82.366,0.006,3
1997-01-01,Australia,1.14,0.746,39.303,0.394,34.487,0.002,2
1997-01-01,Australia,5.708,1.868,170.02,3.84,29.787,0.009,4
1998-01-01,Australia,0.17,0.167,0.0,0.003,0.0,0.0,0
1998-01-01,Australia,1.217,1.702,109.164,-0.485,89.721,0.006,3
1998-01-01,Australia,1.183,0.782,39.58,0.402,33.448,0.002,2
1998-01-01,Australia,6.145,1.993,176.981,4.151,28.802,0.009,4
1999-01-01,Australia,0.181,0.18,0.0,0.001,0.0,0.0,0
1999-01-01,Australia,1.21,1.749,110.122,-0.539,91.007,0.006,3
1999-01-01,Australia,1.205,0.809,41.475,0.395,34.43,0.002,2
1999-01-01,Australia,6.229,2.024,189.486,4.205,30.42,0.01,4
2000-01-01,Australia,0.178,0.176,0.0,0.002,0.0,0.0,0
2000-01-01,Australia,1.583,1.749,113.381,-0.166,71.624,0.006,3
2000-01-01,Australia,1.251,0.85,42.933,0.401,34.331,0.002,2
2000-01-01,Australia,6.628,2.024,192.766,4.604,29.084,0.01,4
2001-01-01,Australia,0.186,0.182,0.0,0.004,0.0,0.0,0
2001-01-01,Australia,1.453,1.742,113.315,-0.289,77.96,0.006,3
2001-01-01,Australia,1.279,0.896,45.074,0.383,35.246,0.002,2
2001-01-01,Australia,7.171,2.007,192.688,5.164,26.871,0.01,4
2002-01-01,Australia,0.18,0.176,0.0,0.005,0.0,0.0,0
2002-01-01,Australia,1.4,1.788,114.735,-0.388,81.971,0.006,3
2002-01-01,Australia,1.333,0.985,47.527,0.348,35.666,0.002,2
2002-01-01,Australia,7.411,2.026,191.246,5.385,25.806,0.01,4
2003-01-01,Australia,0.187,0.181,0.0,0.007,0.0,0.0,0
2003-01-01,Australia,1.166,1.857,117.399,-0.691,100.671,0.006,3
2003-01-01,Australia,1.306,1.013,52.247,0.292,40.018,0.003,2
2003-01-01,Australia,7.396,1.963,193.049,5.433,26.103,0.01,4
2004-01-01,Australia,0.185,0.178,0.0,0.008,0.0,0.0,0
2004-01-01,Australia,1.02,1.899,120.434,-0.879,118.107,0.006,3
2004-01-01,Australia,1.313,1.052,53.773,0.261,40.939,0.003,2
2004-01-01,Australia,7.615,2.052,187.54,5.562,24.628,0.009,4
2005-01-01,Australia,0.2,0.194,0.0,0.006,0.0,0.0,0
2005-01-01,Australia,1.069,1.928,122.73,-0.859,114.854,0.006,3
2005-01-01,Australia,1.382,1.062,55.832,0.32,40.396,0.003,2
2005-01-01,Australia,8.11,2.094,195.998,6.016,24.168,0.01,4
2006-01-01,Australia,0.215,0.207,0.0,0.008,0.0,0.0,0
2006-01-01,Australia,1.03,1.953,124.886,-0.923,121.232,0.006,3
2006-01-01,Australia,1.397,1.061,56.336,0.336,40.338,0.003,2
2006-01-01,Australia,8.203,2.126,200.258,6.077,24.413,0.01,4
2007-01-01,Australia,0.21,0.191,0.0,0.019,0.0,0.0,0
2007-01-01,Australia,1.04,1.989,126.986,-0.949,122.117,0.006,3
2007-01-01,Australia,1.474,1.179,56.288,0.295,38.187,0.003,2
2007-01-01,Australia,8.649,2.146,203.37,6.504,23.513,0.01,4
2008-01-01,Australia,0.198,0.162,0.0,0.036,0.0,0.0,0
2008-01-01,Australia,1.052,2.014,130.179,-0.962,123.74,0.006,3
2008-01-01,Australia,1.517,1.201,62.534,0.316,41.23,0.003,2
2008-01-01,Australia,8.695,2.129,204.18,6.566,23.483,0.01,4
2009-01-01,Australia,0.188,0.171,0.0,0.017,0.0,0.0,0
2009-01-01,Australia,1.065,2.015,132.025,-0.951,124.017,0.006,3
2009-01-01,Australia,1.575,1.262,63.71,0.313,40.463,0.003,2
2009-01-01,Australia,9.002,2.168,200.754,6.833,22.302,0.009,4
2010-01-01,Australia,0.221,0.197,0.0,0.024,0.0,0.0,0
2010-01-01,Australia,1.085,2.105,133.309,-1.02,122.846,0.006,3
2010-01-01,Australia,1.961,1.278,66.934,0.684,34.13,0.003,2
2010-01-01,Australia,9.956,2.071,207.163,7.885,20.808,0.009,4
2011-01-01,Australia,0.265,0.235,0.0,0.03,0.0,0.0,0
2011-01-01,Australia,0.934,2.218,138.324,-1.284,148.174,0.006,3
2011-01-01,Australia,2.101,1.298,67.785,0.802,32.268,0.003,2
2011-01-01,Australia,9.472,1.985,195.859,7.487,20.678,0.009,4
2012-01-01,Australia,0.262,0.229,0.0,0.033,0.0,0.0,0
2012-01-01,Australia,0.922,2.285,143.278,-1.363,155.454,0.006,3
2012-01-01,Australia,2.012,1.346,68.891,0.666,34.24,0.003,2
2012-01-01,Australia,9.931,1.945,187.059,7.986,18.836,0.008,4
2013-01-01,Australia,0.323,0.287,0.0,0.036,0.0,0.0,0
2013-01-01,Australia,0.772,2.309,147.922,-1.537,191.659,0.006,3
2013-01-01,Australia,2.299,1.387,71.402,0.912,31.057,0.003,2
2013-01-01,Australia,10.774,1.819,183.168,8.955,17.001,0.008,4
2014-01-01,Australia,0.354,0.323,0.0,0.031,0.0,0.0,0
2014-01-01,Australia,0.811,2.284,150.172,-1.473,185.192,0.006,3
2014-01-01,Australia,2.333,1.418,73.611,0.915,31.548,0.003,2
2014-01-01,Australia,11.582,1.726,170.621,9.855,14.732,0.007,4
2015-01-01,Australia,0.321,0.29,0.0,0.032,0.0,0.0,0
2015-01-01,Australia,0.733,2.273,149.501,-1.541,204.029,0.006,3
2015-01-01,Australia,2.503,1.437,75.234,1.066,30.056,0.003,2
2015-01-01,Australia,12.095,1.777,162.329,10.317,13.421,0.007,4
2016-01-01,Australia,0.35,0.328,0.0,0.022,0.0,0.0,0
2016-01-01,Australia,0.678,2.269,149.848,-1.591,220.97,0.006,3
2016-01-01,Australia,3.236,1.562,76.261,1.675,23.564,0.003,2
2016-01-01,Australia,11.82,1.851,167.224,9.969,14.147,0.007,4
2017-01-01,Australia,0.375,0.363,0.0,0.012,0.0,0.0,0
2017-01-01,Australia,0.617,2.37,149.429,-1.753,242.333,0.006,3
2017-01-01,Australia,3.921,1.632,82.849,2.288,21.131,0.003,2
2017-01-01,Australia,11.81,1.835,174.934,9.975,14.812,0.007,4
2018-01-01,Australia,0.41,0.395,0.0,0.014,0.0,0.0,0
2018-01-01,Australia,0.674,2.416,157.399,-1.742,233.502,0.006,3
2018-01-01,Australia,4.561,1.586,86.614,2.975,18.989,0.003,2
2018-01-01,Australia,11.595,1.764,174.167,9.832,15.021,0.007,4
2019-01-01,Australia,0.465,0.454,0.0,0.012,0.0,0.0,0
2019-01-01,Australia,0.887,2.403,159.726,-1.516,179.983,0.006,3
2019-01-01,Australia,5.436,1.827,84.149,3.609,15.479,0.003,2
2019-01-01,Australia,12.166,1.71,166.99,10.455,13.726,0.007,4
1980-01-01,Algeria,0.0,0.003,0.0,-0.002,0.0,0.0,4
1980-01-01,Algeria,2.315,0.233,0.0,2.083,0.0,0.0,3
1980-01-01,Algeria,0.485,0.543,0.0,-0.058,0.0,0.0,2
1980-01-01,Algeria,0.003,0.003,0.0,-0.0,0.0,0.0,0
1981-01-01,Algeria,0.911,0.408,28.799,0.503,31.614,0.001,2
1981-01-01,Algeria,0.0,0.008,0.238,-0.007,988.598,0.0,4
1981-01-01,Algeria,0.004,0.004,0.0,-0.0,0.0,0.0,0
1981-01-01,Algeria,2.123,0.244,16.627,1.879,7.833,0.001,3
1982-01-01,Algeria,0.0,0.02,0.714,-0.02,1763.905,0.0,4
1982-01-01,Algeria,2.108,0.274,17.0,1.834,8.064,0.001,3
1982-01-01,Algeria,1.112,0.653,21.662,0.459,19.488,0.001,2
1982-01-01,Algeria,0.005,0.005,0.0,0.0,0.0,0.0,0
1983-01-01,Algeria,1.551,0.774,34.622,0.776,22.329,0.002,2
1983-01-01,Algeria,0.001,0.033,1.91,-0.033,3355.094,0.0,4
1983-01-01,Algeria,0.002,0.002,0.0,0.0,0.0,0.0,0
1983-01-01,Algeria,2.053,0.261,20.0,1.792,9.743,0.001,3
1984-01-01,Algeria,0.001,0.034,3.099,-0.034,5382.497,0.0,4
1984-01-01,Algeria,1.605,0.802,41.07,0.802,25.592,0.002,2
1984-01-01,Algeria,2.248,0.289,19.0,1.96,8.45,0.001,3
1984-01-01,Algeria,0.005,0.006,0.0,-0.0,0.0,0.0,0
1985-01-01,Algeria,0.001,0.034,3.194,-0.034,5487.797,0.0,4
1985-01-01,Algeria,1.605,0.689,42.573,0.916,26.528,0.002,2
1985-01-01,Algeria,2.295,0.317,21.0,1.979,9.149,0.001,3
1985-01-01,Algeria,0.007,0.007,0.0,0.0,0.0,0.0,0
1986-01-01,Algeria,0.0,0.035,3.195,-0.034,11476.632,0.0,4
1986-01-01,Algeria,2.396,0.319,22.0,2.077,9.182,0.001,3
1986-01-01,Algeria,1.569,0.71,36.562,0.859,23.297,0.002,2
1986-01-01,Algeria,0.003,0.003,0.0,0.0,0.0,0.0,0
1987-01-01,Algeria,0.0,0.035,3.229,-0.035,13431.576,0.0,4
1987-01-01,Algeria,2.413,0.324,20.0,2.089,8.288,0.001,3
1987-01-01,Algeria,1.8,0.774,37.689,1.025,20.944,0.002,2
1987-01-01,Algeria,0.005,0.005,0.0,0.0,0.0,0.0,0
1988-01-01,Algeria,1.929,0.84,41.07,1.089,21.288,0.002,2
1988-01-01,Algeria,0.0,0.036,3.273,-0.035,12932.935,0.0,4
1988-01-01,Algeria,0.002,0.002,0.0,-0.0,0.0,0.0,0
1988-01-01,Algeria,2.366,0.335,20.0,2.031,8.452,0.001,3
1989-01-01,Algeria,0.0,0.036,3.329,-0.036,14617.64,0.0,4
1989-01-01,Algeria,2.483,0.358,21.0,2.125,8.458,0.001,3
1989-01-01,Algeria,2.017,0.779,44.576,1.238,22.104,0.002,2
1989-01-01,Algeria,0.003,0.003,0.0,0.0,0.0,0.0,0
1990-01-01,Algeria,0.0,0.034,3.37,-0.033,12387.424,0.0,4
1990-01-01,Algeria,2.643,0.379,22.0,2.264,8.324,0.001,3
1990-01-01,Algeria,2.109,0.804,41.321,1.305,19.596,0.002,2
1990-01-01,Algeria,0.001,0.001,0.0,0.0,0.0,0.0,0
1991-01-01,Algeria,2.281,0.914,42.635,1.366,18.692,0.002,2
1991-01-01,Algeria,0.0,0.031,3.136,-0.031,9914.448,0.0,4
1991-01-01,Algeria,0.003,0.001,0.0,0.002,0.0,0.0,0
1991-01-01,Algeria,2.632,0.408,24.0,2.224,9.119,0.001,3
1992-01-01,Algeria,0.0,0.029,2.899,-0.028,7636.673,0.0,4
1992-01-01,Algeria,2.703,0.413,25.0,2.291,9.248,0.001,3
1992-01-01,Algeria,2.325,0.861,48.52,1.464,20.866,0.002,2
1992-01-01,Algeria,0.002,-0.001,0.0,0.003,0.0,0.0,0
1993-01-01,Algeria,2.244,0.773,45.703,1.471,20.363,0.002,2
1993-01-01,Algeria,0.001,0.023,2.687,-0.022,5309.806,0.0,4
1993-01-01,Algeria,0.004,-0.0,0.0,0.004,0.0,0.0,0
1993-01-01,Algeria,2.636,0.402,26.0,2.234,9.865,0.001,3
1994-01-01,Algeria,2.132,0.815,41.013,1.317,19.238,0.001,2
1994-01-01,Algeria,0.001,0.023,2.111,-0.022,3626.414,0.0,4
1994-01-01,Algeria,0.002,-0.002,0.0,0.004,0.0,0.0,0
1994-01-01,Algeria,2.601,0.398,25.0,2.204,9.61,0.001,3
1995-01-01,Algeria,0.001,0.014,2.151,-0.013,3862.777,0.0,4
1995-01-01,Algeria,2.421,0.876,43.224,1.546,17.853,0.002,2
1995-01-01,Algeria,2.624,0.399,25.0,2.225,9.526,0.001,3
1995-01-01,Algeria,0.002,0.001,0.0,0.001,0.0,0.0,0
1996-01-01,Algeria,0.0,0.014,1.284,-0.014,4229.547,0.0,4
1996-01-01,Algeria,2.774,0.389,25.0,2.385,9.013,0.001,3
1996-01-01,Algeria,2.473,0.859,46.452,1.614,18.786,0.002,2
1996-01-01,Algeria,0.001,0.002,0.0,-0.0,0.0,0.0,0
1997-01-01,Algeria,0.0,0.015,1.443,-0.015,5184.147,0.0,4
1997-01-01,Algeria,2.849,0.384,24.0,2.465,8.424,0.001,3
1997-01-01,Algeria,2.742,0.802,45.57,1.94,16.618,0.002,2
1997-01-01,Algeria,0.001,0.002,0.0,-0.001,0.0,0.0,0
1998-01-01,Algeria,2.935,0.83,42.571,2.105,14.503,0.001,2
1998-01-01,Algeria,0.0,0.017,1.537,-0.017,11042.808,0.0,4
1998-01-01,Algeria,0.002,0.003,0.0,-0.001,0.0,0.0,0
1998-01-01,Algeria,2.811,0.401,23.0,2.411,8.182,0.001,3
1999-01-01,Algeria,0.0,0.017,1.705,-0.017,74837.252,0.0,4
1999-01-01,Algeria,2.776,0.378,25.0,2.398,9.004,0.001,3
1999-01-01,Algeria,3.241,0.848,44.028,2.393,13.585,0.001,2
1999-01-01,Algeria,0.002,0.002,0.0,-0.0,0.0,0.0,0
2000-01-01,Algeria,0.0,0.016,1.69,-0.016,0.0,0.0,4
2000-01-01,Algeria,3.313,0.818,44.999,2.495,13.583,0.001,2
2000-01-01,Algeria,2.877,0.438,24.0,2.439,8.342,0.001,3
2000-01-01,Algeria,0.001,0.001,0.0,-0.001,0.0,0.0,0
2001-01-01,Algeria,0.0,0.015,1.644,-0.015,0.0,0.0,4
2001-01-01,Algeria,3.028,0.444,25.0,2.584,8.255,0.001,3
2001-01-01,Algeria,3.141,0.814,43.416,2.328,13.822,0.001,2
2001-01-01,Algeria,0.001,0.003,0.0,-0.002,0.0,0.0,0
2002-01-01,Algeria,0.0,0.009,1.671,-0.009,0.0,0.0,4
2002-01-01,Algeria,3.236,0.484,26.0,2.752,8.035,0.001,3
2002-01-01,Algeria,3.154,0.812,43.162,2.342,13.684,0.001,2
2002-01-01,Algeria,0.001,0.003,0.0,-0.002,0.0,0.0,0
2003-01-01,Algeria,3.212,0.817,43.099,2.395,13.419,0.001,2
2003-01-01,Algeria,0.0,0.01,1.08,-0.01,0.0,0.0,4
2003-01-01,Algeria,0.003,0.004,0.0,-0.002,0.0,0.0,0
2003-01-01,Algeria,3.575,0.492,28.0,3.083,7.833,0.001,3
2004-01-01,Algeria,0.0,0.01,1.148,-0.01,0.0,0.0,4
2004-01-01,Algeria,3.709,0.513,28.0,3.195,7.55,0.001,3
2004-01-01,Algeria,3.19,0.767,43.331,2.423,13.584,0.001,2
2004-01-01,Algeria,0.002,0.004,0.0,-0.002,0.0,0.0,0
2005-01-01,Algeria,0.0,0.01,1.166,-0.01,0.0,0.0,4
2005-01-01,Algeria,3.552,0.954,40.713,2.598,11.463,0.001,2
2005-01-01,Algeria,3.923,0.518,30.0,3.405,7.648,0.001,3
2005-01-01,Algeria,0.005,0.008,0.0,-0.003,0.0,0.0,0
2006-01-01,Algeria,0.0,0.007,1.251,-0.007,0.0,0.0,4
2006-01-01,Algeria,3.946,0.529,31.0,3.417,7.857,0.001,3
2006-01-01,Algeria,3.471,1.019,50.606,2.452,14.581,0.002,2
2006-01-01,Algeria,0.002,0.005,0.0,-0.003,0.0,0.0,0
2007-01-01,Algeria,0.0,0.007,0.97,-0.007,0.0,0.0,4
2007-01-01,Algeria,3.946,0.544,31.0,3.402,7.856,0.001,3
2007-01-01,Algeria,3.181,0.992,54.058,2.189,16.992,0.002,2
2007-01-01,Algeria,0.002,0.006,0.0,-0.004,0.0,0.0,0
2008-01-01,Algeria,3.244,1.038,52.646,2.206,16.227,0.002,2
2008-01-01,Algeria,0.0,0.007,1.125,-0.007,0.0,0.0,4
2008-01-01,Algeria,0.003,0.007,0.0,-0.004,0.0,0.0,0
2008-01-01,Algeria,3.931,0.625,33.519,3.306,8.526,0.001,3
2009-01-01,Algeria,0.0,0.005,1.153,-0.005,0.0,0.0,4
2009-01-01,Algeria,3.816,0.692,0.0,3.124,0.0,0.0,3
2009-01-01,Algeria,3.126,1.078,55.07,2.047,17.618,0.002,2
2009-01-01,Algeria,0.003,0.009,0.0,-0.006,0.0,0.0,0
2010-01-01,Algeria,0.0,0.0,1.16,-0.0,0.0,0.0,4
2010-01-01,Algeria,3.173,1.081,57.221,2.092,18.032,0.002,2
2010-01-01,Algeria,3.753,0.686,41.0,3.067,10.925,0.001,3
2010-01-01,Algeria,0.002,0.011,0.0,-0.009,0.0,0.0,0
2011-01-01,Algeria,0.0,0.0,1.1,-0.0,0.0,0.0,4
2011-01-01,Algeria,3.72,0.688,42.905,3.031,11.535,0.001,3
2011-01-01,Algeria,3.104,1.233,57.348,1.871,18.475,0.002,2
2011-01-01,Algeria,0.005,0.017,0.0,-0.012,0.0,0.0,0
2012-01-01,Algeria,0.0,0.0,1.408,-0.0,0.0,0.0,4
2012-01-01,Algeria,3.751,0.736,45.654,3.015,12.171,0.001,3
2012-01-01,Algeria,3.242,1.344,65.427,1.898,20.178,0.002,2
2012-01-01,Algeria,0.006,0.018,0.0,-0.012,0.0,0.0,0
2013-01-01,Algeria,2.987,1.236,71.325,1.751,23.877,0.002,2
2013-01-01,Algeria,0.0,0.001,1.389,-0.001,0.0,0.0,4
2013-01-01,Algeria,0.003,0.01,0.0,-0.007,0.0,0.0,0
2013-01-01,Algeria,3.52,0.79,49.303,2.73,14.006,0.001,3
2014-01-01,Algeria,0.0,0.001,0.982,-0.001,0.0,0.0,4
2014-01-01,Algeria,3.435,0.824,52.176,2.611,15.188,0.001,3
2014-01-01,Algeria,3.124,1.467,65.562,1.657,20.987,0.002,2
2014-01-01,Algeria,0.002,0.008,0.0,-0.006,0.0,0.0,0
2015-01-01,Algeria,0.0,0.001,0.834,-0.001,0.0,0.0,4
2015-01-01,Algeria,3.58,0.859,53.048,2.721,14.819,0.001,3
2015-01-01,Algeria,3.114,1.486,77.814,1.628,24.985,0.002,2
2015-01-01,Algeria,0.002,0.006,0.0,-0.004,0.0,0.0,0
2016-01-01,Algeria,3.517,1.491,78.84,2.026,22.415,0.002,2
2016-01-01,Algeria,0.0,0.001,0.514,-0.001,0.0,0.0,4
2016-01-01,Algeria,0.003,0.005,0.0,-0.002,0.0,0.0,0
2016-01-01,Algeria,3.39,0.839,59.268,2.551,17.482,0.001,3
2017-01-01,Algeria,0.0,0.001,0.397,-0.001,0.0,0.0,4
2017-01-01,Algeria,3.507,1.548,79.133,1.959,22.566,0.002,2
2017-01-01,Algeria,0.006,0.008,0.0,-0.002,0.0,0.0,0
2017-01-01,Algeria,3.251,0.805,57.661,2.447,17.735,0.001,3
2018-01-01,Algeria,0.0,0.0,0.41,-0.0,0.0,0.0,4
2018-01-01,Algeria,3.14,0.826,55.136,2.313,17.56,0.001,3
2018-01-01,Algeria,3.542,1.68,82.132,1.861,23.19,0.002,2
2018-01-01,Algeria,0.007,0.009,0.0,-0.001,0.0,0.0,0
2019-01-01,Algeria,3.295,1.761,89.161,1.534,27.06,0.002,2
2019-01-01,Algeria,0.0,0.0,0.233,-0.0,0.0,0.0,4
2019-01-01,Algeria,0.007,0.01,0.0,-0.002,0.0,0.0,0
2019-01-01,Algeria,3.127,0.873,56.595,2.255,18.096,0.001,3
1980-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1980-01-01,Angola,0.32,0.043,0.0,0.277,0.0,0.0,3
1980-01-01,Angola,0.01,0.01,0.0,0.0,0.0,0.0,2
1980-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1981-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1981-01-01,Angola,0.277,0.043,2.879,0.233,10.412,0.0,3
1981-01-01,Angola,0.009,0.009,0.511,0.0,55.468,0.0,2
1981-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1982-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1982-01-01,Angola,0.26,0.045,2.9,0.214,11.174,0.0,3
1982-01-01,Angola,0.01,0.01,0.489,0.0,46.69,0.0,2
1982-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1983-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1983-01-01,Angola,0.377,0.047,3.0,0.329,7.967,0.0,3
1983-01-01,Angola,0.013,0.013,0.556,0.0,44.214,0.0,2
1983-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1984-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1984-01-01,Angola,0.444,0.041,3.2,0.403,7.212,0.0,3
1984-01-01,Angola,0.013,0.013,0.667,0.0,53.057,0.0,2
1984-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1985-01-01,Angola,0.006,0.006,0.0,0.0,0.0,0.0,0
1985-01-01,Angola,0.491,0.054,2.7,0.438,5.495,0.0,3
1985-01-01,Angola,0.014,0.014,0.667,0.0,48.975,0.0,2
1985-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1986-01-01,Angola,0.007,0.007,0.0,0.0,0.0,0.0,0
1986-01-01,Angola,0.6,0.051,3.6,0.549,6.001,0.0,3
1986-01-01,Angola,0.015,0.015,0.722,0.0,49.267,0.0,2
1986-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1987-01-01,Angola,0.007,0.007,0.0,0.0,0.0,0.0,0
1987-01-01,Angola,0.766,0.052,3.8,0.714,4.962,0.0,3
1987-01-01,Angola,0.017,0.017,0.778,0.0,46.425,0.0,2
1987-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1988-01-01,Angola,0.007,0.007,0.0,0.0,0.0,0.0,0
1988-01-01,Angola,0.964,0.052,3.8,0.912,3.941,0.0,3
1988-01-01,Angola,0.019,0.019,0.889,0.0,47.161,0.0,2
1988-01-01,Angola,0.0,0.0,0.0,0.0,0.0,0.0,4
1989-01-01,Angola,0.007,0.007,0.0,0.0,0.0,0.0,0
1989-01-01,Angola,0.968,0.052,3.9,0.916,4.029,0.0,3
